GEOID20,COLOR,Client_Perspective,DISTRICT,DISTRICT_C,DISTRICT_N,District_Tax_rate,District_Valuation,FID,NAME,NAME2,NAME20,NCES_DISTR,Office_Controller,Pfluger_Tier_Rank,SDLEA
4838400,3,,091-914,091914,91914,0.283,585425550,804,S and S Cons ISD,S and S Cons,S and S Consolidated Independent School District,4838400,DFW,,38400
4838430,1,c,232-902,232902,232902,0.0867,524772747,324,Sabinal ISD,Sabinal,Sabinal Independent School District,4838430,SAN ANTONIO,2,38430
4838460,4,,092-906,092906,92906,0.2833,233870815,718,Sabine ISD,Sabine,Sabine Independent School District,4838460,HOUSTON,,38460
4838490,7,,123-913,123913,123913,0.2833,233870815,1,Sabine Pass ISD,Sabine Pass,Sabine Pass Independent School District,4838490,HOUSTON,,38490
4838520,4,,169-911,169911,169911,0.27,1706863059,369,Saint Jo ISD,Saint Jo,Saint Jo Independent School District,4838520,DFW,,38520
4838580,6,P,014-908,014908,14908,0.5,160848911,635,Salado ISD,Salado,Salado Independent School District,4838580,AUSTIN,,38580
4838610,4,,112-909,112909,112909,0,232879864,33,Saltillo ISD,Saltillo,Saltillo Independent School District,4838610,DFW,,38610
4838640,6,,074-917,074917,74917,0.163,6691880272,7,Sam Rayburn ISD,Sam Rayburn,Sam Rayburn Independent School District,4838640,DFW,,38640
4838700,2,,226-903,226903,226903,0.1174,26373659730,285,San Angelo ISD,San Angelo,San Angelo Independent School District,4838700,UNCATEGORIZED,,38700
4838730,4,c,015-907,015907,15907,0.4812,935639850,921,San Antonio ISD,San Antonio,San Antonio Independent School District,4838730,SAN ANTONIO,3,38730
4838760,2,,203-901,203901,203901,0.0738,235190870,810,San Augustine ISD,San Augustine,San Augustine Independent School District,4838760,AUSTIN,,38760
4838790,3,,031-912,031912,31912,0.2799,461670257,354,San Benito Cons ISD,San Benito Cons,San Benito Consolidated Independent School District,4838790,CORPUS CHRISTI,,38790
4838820,7,,066-902,066902,66902,0.4302,287571703,72,San Diego ISD,San Diego,San Diego Independent School District,4838820,CORPUS CHRISTI,,38820
4838850,2,,071-904,071904,71904,0.1497,2855198824,1010,San Elizario ISD,San Elizario,San Elizario Independent School District,4838850,UNCATEGORIZED,,38850
4838900,7,,233-901,233901,233901,0.1771,157935718,304,San Felipe-Del Rio Cons ISD,San Felipe-Del Rio Cons,San Felipe-Del Rio Consolidated Independent School District,4838900,UNCATEGORIZED,,38900
4838910,2,,214-902,214902,214902,0,9698475231,928,San Isidro ISD,San Isidro,San Isidro Independent School District,4838910,CORPUS CHRISTI,,38910
4838970,4,p,105-902,105902,105902,0.2691,191418364,100,San Marcos Cons ISD,San Marcos Cons,San Marcos Consolidated Independent School District,4838970,SAN ANTONIO,,38970
4839000,2,,245-904,245904,245904,0.16,549550621,31,San Perlita ISD,San Perlita,San Perlita Independent School District,4839000,CORPUS CHRISTI,,39000
4839030,3,,206-901,206901,206901,0.06,9726016,647,San Saba ISD,San Saba,San Saba Independent School District,4839030,AUSTIN,,39030
4839060,3,,022-903,022903,22903,0,4606847919,151,San Vicente ISD,San Vicente,San Vicente Independent School District,4839060,UNCATEGORIZED,,39060
4839120,5,,058-909,058909,58909,0,139164092,482,Sands Cons ISD,Sands Cons,Sands Consolidated Independent School District,4839120,DFW - LUBBOCK,,39120
4839150,6,,117-903,117903,117903,0.27,2113918452,953,Sanford-Fritch ISD,Sanford-Fritch,Sanford-Fritch Independent School District,4839150,UNCATEGORIZED,,39150
4839180,6,,061-908,061908,61908,0.476,132442117,698,Sanger ISD,Sanger,Sanger Independent School District,4839180,DFW,,39180
4839210,1,,042-903,042903,42903,0.5,3242357929,397,Santa Anna ISD,Santa Anna,Santa Anna Independent School District,4839210,DFW,,39210
4839270,3,,084-909,084909,84909,0.3623,119017002,572,Santa Fe ISD,Santa Fe,Santa Fe Independent School District,4839270,HOUSTON,,39270
4839300,3,,137-904,137904,137904,0.2895,95456464,426,Santa Gertrudis ISD,Santa Gertrudis,Santa Gertrudis Independent School District,4839300,CORPUS CHRISTI,,39300
4839330,1,,031-913,031913,31913,0.485,149721419,490,Santa Maria ISD,Santa Maria,Santa Maria Independent School District,4839330,CORPUS CHRISTI,,39330
4839360,3,,031-914,031914,31914,0.4005,531251137,410,Santa Rosa ISD,Santa Rosa,Santa Rosa Independent School District,4839360,CORPUS CHRISTI,,39360
4839390,4,p,182-904,182904,182904,0.1642,1379933110,208,Santo ISD,Santo,Santo Independent School District,4839390,SAN ANTONIO,,39390
4839450,1,,074-911,074911,74911,0.1274,7108112275,681,Savoy ISD,Savoy,Savoy Independent School District,4839450,DFW,,39450
4839480,7,p,094-902,094902,94902,0.47,453325422,914,Schertz-Cibolo-Universal City ISD,Schertz-Cibolo-Universal City,Schertz-Cibolo-Universal City Independent School District,4839480,SAN ANTONIO,,39480
4839510,7,,207-901,207901,207901,0,591391745,439,Schleicher ISD,Schleicher,Schleicher Independent School District,4839510,AUSTIN,,39510
4839540,7,,075-903,075903,75903,0.1747,446639793,139,Schulenburg ISD,Schulenburg,Schulenburg Independent School District,4839540,AUSTIN,,39540
4839570,6,,129-910,129910,129910,0.16,241366457,393,Scurry-Rosser ISD,Scurry-Rosser,Scurry-Rosser Independent School District,4839570,DFW,,39570
4839600,1,,083-901,083901,83901,0.3527,1905061028,58,Seagraves ISD,Seagraves,Seagraves Independent School District,4839600,DFW - LUBBOCK,,39600
4839630,1,,008-902,008902,8902,0.2661,4600291406,552,Sealy ISD,Sealy,Sealy Independent School District,4839630,HOUSTON,,39630
4839690,7,c,094-901,094901,94901,0.385,4746178915,947,Seguin ISD,Seguin,Seguin Independent School District,4839690,SAN ANTONIO,1,39690
4839750,2,,083-903,083903,83903,0.13,536886251,335,Seminole ISD,Seminole,Seminole Independent School District,4839750,DFW - LUBBOCK,,39750
4839780,7,,012-901,012901,12901,0.08,495830569,584,Seymour ISD,Seymour,Seymour Independent School District,4839780,DFW,,39780
4839870,3,,152-909,152909,152909,0.5,149269574,264,Shallowater ISD,Shallowater,Shallowater Independent School District,4839870,DFW - LUBBOCK,,39870
4839900,1,,242-902,242902,242902,0,4180034119,456,Shamrock ISD,Shamrock,Shamrock Independent School District,4839900,UNCATEGORIZED,,39900
4839930,6,,108-911,108911,108911,0.1805,446295253,298,Sharyland ISD,Sharyland,Sharyland Independent School District,4839930,CORPUS CHRISTI,,39930
4839960,5,,210-903,210903,210903,0.0539,7045330771,260,Shelbyville ISD,Shelbyville,Shelbyville Independent School District,4839960,DFW,,39960
4839990,5,,101-924,101924,101924,0.46,582386565,10,Sheldon ISD,Sheldon,Sheldon Independent School District,4839990,HOUSTON,,39990
4840020,3,,204-904,204904,204904,0.2127,5205942873,936,Shepherd ISD,Shepherd,Shepherd Independent School District,4840020,HOUSTON,,40020
4840080,4,,091-906,091906,91906,0.479,1244840340,728,Sherman ISD,Sherman,Sherman Independent School District,4840080,DFW,,40080
4840110,2,,143-903,143903,143903,0.0713,51532589,764,Shiner ISD,Shiner,Shiner Independent School District,4840110,SAN ANTONIO,,40110
4840170,4,,047-905,047905,47905,0.09,185545611,345,Sidney ISD,Sidney,Sidney Independent School District,4840170,AUSTIN,,40170
4840200,4,,115-902,115902,115902,0.41,1179069084,164,Sierra Blanca ISD,Sierra Blanca,Sierra Blanca Independent School District,4840200,UNCATEGORIZED,,40200
4840230,5,,100-904,100904,100904,0.3113,210437821,964,Silsbee ISD,Silsbee,Silsbee Independent School District,4840230,HOUSTON,,40230
4840290,3,,023-902,023902,23902,0.3,141619071,49,Silverton ISD,Silverton,Silverton Independent School District,4840290,DFW - LUBBOCK,,40290
4840320,2,,019-909,019909,19909,0,1599707233,664,Simms ISD,Simms,Simms Independent School District,4840320,DFW,,40320
4840350,1,,205-906,205906,205906,0.48,269208275,270,Sinton ISD,Sinton,Sinton Independent School District,4840350,CORPUS CHRISTI,,40350
4840380,3,,049-909,049909,49909,0,292040657,504,Sivells Bend ISD,Sivells Bend,Sivells Bend Independent School District,4840380,DFW,,40380
4840410,5,,013-905,013905,13905,0.437,524489360,181,Skidmore-Tynan ISD,Skidmore-Tynan,Skidmore-Tynan Independent School District,4840410,CORPUS CHRISTI,,40410
4840440,6,,152-903,152903,152903,0.4194,440404691,735,Slaton ISD,Slaton,Slaton Independent School District,4840440,DFW - LUBBOCK,,40440
4840470,7,,249-908,249908,249908,0.084,150809631,503,Slidell ISD,Slidell,Slidell Independent School District,4840470,DFW,,40470
4840500,5,,001-909,001909,1909,0.1587,1432131188,533,Slocum ISD,Slocum,Slocum Independent School District,4840500,DFW,,40500
4840550,7,,011-904,011904,11904,0.16,142156552,768,Smithville ISD,Smithville,Smithville Independent School District,4840550,AUSTIN,,40550
4840590,7,,110-906,110906,110906,0,457664901,65,Smyer ISD,Smyer,Smyer Independent School District,4840590,DFW - LUBBOCK,,40590
4840620,4,,026-903,026903,26903,0.25,2758775477,638,Snook ISD,Snook,Snook Independent School District,4840620,AUSTIN,,40620
4840650,5,,208-902,208902,208902,0.063,14025036146,262,Snyder ISD,Snyder,Snyder Independent School District,4840650,DFW - LUBBOCK,,40650
4840680,2,c,015-908,015908,15908,0.4812,935639850,900,South San Antonio ISD,South San Antonio,South San Antonio Independent School District,4840680,SAN ANTONIO,3,40680
4840710,4,,071-909,071909,71909,0.3951,849743265,1006,Socorro ISD,Socorro,Socorro Independent School District,4840710,UNCATEGORIZED,,40710
4840740,3,p,015-909,015909,15909,0.3203,493850085,895,Somerset ISD,Somerset,Somerset Independent School District,4840740,SAN ANTONIO,,40740
4840770,5,,026-902,026902,26902,0.21,731151439,301,Somerville ISD,Somerville,Somerville Independent School District,4840770,AUSTIN,,40770
4840800,1,,218-901,218901,218901,0.0525,2544034082,347,Sonora ISD,Sonora,Sonora Independent School District,4840800,SAN ANTONIO,,40800
4840890,3,,085-903,085903,85903,0,2131228690,737,Southland ISD,Southland,Southland Independent School District,4840890,DFW - LUBBOCK,,40890
4840920,2,p,015-917,015917,15917,0.3288,6498102050,897,Southside ISD,Southside,Southside Independent School District,4840920,SAN ANTONIO,,40920
4840950,1,c,015-912,015912,15912,0.4281,403877188,893,Southwest ISD,Southwest,Southwest Independent School District,4840950,SAN ANTONIO,2,40950
4841010,1,,098-904,098904,98904,0.1897,1714240928,22,Spearman ISD,Spearman,Spearman Independent School District,4841010,UNCATEGORIZED,,41010
4841070,2,,170-907,170907,170907,0.4452,43166399291,240,Splendora ISD,Splendora,Splendora Independent School District,4841070,HOUSTON,,41070
4841100,7,,101-920,101920,101920,0.3045,47423450,73,Spring Branch ISD,Spring Branch,Spring Branch Independent School District,4841100,HOUSTON,,41100
4841190,4,,092-907,092907,92907,0.4,87974658,384,Spring Hill ISD,Spring Hill,Spring Hill Independent School District,4841190,HOUSTON,,41190
4841220,7,,101-919,101919,101919,0.3045,47423450,74,Spring ISD,Spring,Spring Independent School District,4841220,HOUSTON,,41220
4841250,7,,140-907,140907,140907,0.4,87974658,457,Springlake-Earth ISD,Springlake-Earth,Springlake-Earth Independent School District,4841250,HOUSTON,,41250
4841280,7,,184-902,184902,184902,0.4,87974658,863,Springtown ISD,Springtown,Springtown Independent School District,4841280,HOUSTON,,41280
4841340,2,,229-905,229905,229905,0.3346,95050194,909,Spurger ISD,Spurger,Spurger Independent School District,4841340,DFW - LUBBOCK,,41340
4841350,6,,079-910,079910,79910,0.2447,111705236,886,Stafford MSD,Stafford MSD,Stafford Municipal School District,4841350,HOUSTON,,41350
4841400,5,,127-906,127906,127906,0.29,8156293561,315,Stamford ISD,Stamford,Stamford Independent School District,4841400,UNCATEGORIZED,,41400
4841430,7,,156-902,156902,156902,0,91627995,596,Stanton ISD,Stanton,Stanton Independent School District,4841430,DFW - LUBBOCK,,41430
4841520,1,,072-903,072903,72903,0.2828,984848028,630,Stephenville ISD,Stephenville,Stephenville Independent School District,4841520,DFW,,41520
4841550,2,,216-901,216901,216901,0.2398,318271645,60,Sterling City ISD,Sterling City,Sterling City Independent School District,4841550,UNCATEGORIZED,,41550
4841580,3,,117-904,117904,117904,0.2783,6062519516,956,Plemons-Stinnett-Phillips Cons ISD,Plemons-Stinnett-Phillips Cons,Plemons-Stinnett-Phillips Consolidated Independent School District,4841580,UNCATEGORIZED,,41580
4841610,6,p,247-906,247906,247906,0.3076,581292443,950,Stockdale ISD,Stockdale,Stockdale Independent School District,4841610,SAN ANTONIO,,41610
4841670,1,,211-902,211902,211902,0.1516,81943315,579,Stratford ISD,Stratford,Stratford Independent School District,4841670,UNCATEGORIZED,,41670
4841700,5,,182-905,182905,182905,0,644662980,214,Strawn ISD,Strawn,Strawn Independent School District,4841700,DFW,,41700
4841760,1,,140-908,140908,140908,0.135,131153155,436,Sudan ISD,Sudan,Sudan Independent School District,4841760,DFW - LUBBOCK,,41760
4841790,3,,112-910,112910,112910,0.07,2029198728,380,Sulphur Bluff ISD,Sulphur Bluff,Sulphur Bluff Independent School District,4841790,DFW,,41790
4841820,2,,112-901,112901,112901,0.4,87974658,121,Sulphur Springs ISD,Sulphur Springs,Sulphur Springs Independent School District,4841820,HOUSTON,,41820
4841850,2,,110-907,110907,110907,0.1,1845678359,66,Sundown ISD,Sundown,Sundown Independent School District,4841850,DFW - LUBBOCK,,41850
4841880,2,,057-919,057919,57919,0.4141,349451547,476,Sunnyvale ISD,Sunnyvale,Sunnyvale Independent School District,4841880,DFW,,41880
4841910,6,,171-902,171902,171902,0.5,2457447726,346,Sunray Collegiate ISD,Sunray Collegiate,Sunray Collegiate Independent School District,4841910,UNCATEGORIZED,,41910
4841970,5,,020-906,020906,20906,0.1517,87741361,27,Sweeny ISD,Sweeny,Sweeny Independent School District,4841970,HOUSTON,,41970
4842000,3,,143-905,143905,143905,0,1138587853,759,Sweet Home ISD,Sweet Home,Sweet Home Independent School District,4842000,SAN ANTONIO,,42000
4842030,5,,177-902,177902,177902,0.0818,970049586,363,Sweetwater ISD,Sweetwater,Sweetwater Independent School District,4842030,UNCATEGORIZED,,42030
4842060,2,,205-907,205907,205907,0.2682,186507820,267,Taft ISD,Taft,Taft Independent School District,4842060,CORPUS CHRISTI,,42060
4842090,4,,153-904,153904,153904,0.3105,947791472,59,Tahoka ISD,Tahoka,Tahoka Independent School District,4842090,DFW - LUBBOCK,,42090
4842120,2,,194-903,194903,194903,0.2167,355198522,134,Rivercrest ISD,Rivercrest,Rivercrest Independent School District,4842120,DFW,,42120
4842210,1,,146-907,146907,146907,0.0779,973253930,250,Tarkington ISD,Tarkington,Tarkington Independent School District,4842210,HOUSTON,,42210
4842240,2,,201-910,201910,201910,0.2922,2364378075,13,Tatum ISD,Tatum,Tatum Independent School District,4842240,DFW,,42240
4842280,1,C,246-911,246911,246911,0.3425,1024857308,981,Taylor ISD,Taylor,Taylor Independent School District,4842280,AUSTIN,1,42280
4842300,1,,081-904,081904,81904,0.2647,5494769931,175,Teague ISD,Teague,Teague Independent School District,4842300,DFW,,42300
4842330,2,P,014-909,014909,14909,0.3098,131152976,636,Temple ISD,Temple,Temple Independent School District,4842330,AUSTIN,,42330
4842360,1,,210-904,210904,210904,0.1481,166207042,219,Tenaha ISD,Tenaha,Tenaha Independent School District,4842360,DFW,,42360
4842390,4,,022-004,022004,22004,0,253081786,155,Terlingua CSD,Terlingua CSD,Terlingua Common School District,4842390,UNCATEGORIZED,,42390
4842420,5,,222-901,222901,222901,0.3707,2694656772,508,Terrell County ISD,Terrell County,Terrell County Independent School District,4842420,DFW,,42420
4842450,4,,129-906,129906,129906,0.3707,2694656772,840,Terrell ISD,Terrell,Terrell Independent School District,4842450,DFW,,42450
4842480,4,,019-907,019907,19907,0.255,6775675527,565,Texarkana ISD,Texarkana,Texarkana Independent School District,4842480,DFW,,42480
4842510,3,C,084-906,084906,84906,0.3684,158372881,573,Texas City ISD,Texas City,Texas City Independent School District,4842510,HOUSTON,2,42510
4842540,6,,211-901,211901,211901,0,221050818,23,Texhoma ISD,Texhoma,Texhoma Independent School District,4842540,UNCATEGORIZED,,42540
4842570,4,,056-902,056902,56902,0.0662,271964832,580,Texline ISD,Texline,Texline Independent School District,4842570,UNCATEGORIZED,,42570
4842630,4,,166-905,166905,166905,0,436699947,794,Thorndale ISD,Thorndale,Thorndale Independent School District,4842630,AUSTIN,,42630
4842660,7,P,246-912,246912,246912,0.3468,3430658595,796,Thrall ISD,Thrall,Thrall Independent School District,4842660,AUSTIN,,42660
4842690,7,p,149-902,149902,149902,0.0736,101902360,194,Three Rivers ISD,Three Rivers,Three Rivers Independent School District,4842690,SAN ANTONIO,,42690
4842720,6,,072-901,072901,72901,0,287310309,632,Three Way ISD,Three Way,Three Way Independent School District,4842720,DFW,,42720
4842780,5,,224-901,224901,224901,0,125461745,591,Throckmorton Collegiate ISD,Throckmorton Collegiate,Throckmorton Collegiate Independent School District,4842780,DFW - LUBBOCK,,42780
4842810,5,,158-902,158902,158902,0.1556,186112827,245,Tidehaven ISD,Tidehaven,Tidehaven Independent School District,4842810,HOUSTON,,42810
4842840,3,,210-905,210905,210905,0.2306,213699509,505,Timpson ISD,Timpson,Timpson Independent School District,4842840,DFW,,42840
4842870,3,,091-907,091907,91907,0.36,438318948,802,Tioga ISD,Tioga,Tioga Independent School District,4842870,DFW,,42870
4842900,3,,111-903,111903,111903,0.2816,403392455,628,Tolar ISD,Tolar,Tolar Independent School District,4842900,DFW,,42900
4842930,1,,091-918,091918,91918,0.1687,16041008244,729,Tom Bean ISD,Tom Bean,Tom Bean Independent School District,4842930,DFW,,42930
4842960,1,,101-921,101921,101921,0.376,90591678,600,Tomball ISD,Tomball,Tomball Independent School District,4842960,HOUSTON,,42960
4842990,1,,071-908,071908,71908,0.4689,239891417,908,Tornillo ISD,Tornillo,Tornillo Independent School District,4842990,UNCATEGORIZED,,42990
4843110,3,,221-905,221905,221905,0.18,61022845,453,Trent ISD,Trent,Trent Independent School District,4843110,DFW,,43110
4843140,5,,074-912,074912,74912,0.18,61022845,753,Trenton ISD,Trenton,Trenton Independent School District,4843140,DFW,,43140
4843170,6,,107-907,107907,107907,0.1967,550450346,613,Trinidad ISD,Trinidad,Trinidad Independent School District,4843170,DFW,,43170
4843200,5,,228-903,228903,228903,0.1817,542667897,416,Trinity ISD,Trinity,Trinity Independent School District,4843200,HOUSTON,,43200
4843230,1,,212-904,212904,212904,0.1012,739515749,706,Troup ISD,Troup,Troup Independent School District,4843230,DFW,,43230
4843260,1,,014-910,014910,14910,0.3133,233356494,779,Troy ISD,Troy,Troy Independent School District,4843260,AUSTIN,,43260
4843290,6,,001-908,001908,1908,0.2629,2329638758,534,Westwood ISD,Westwood,Westwood Independent School District,4843290,DFW,,43290
4843320,7,,219-903,219903,219903,0.2538,4235230147,348,Tulia ISD,Tulia,Tulia Independent School District,4843320,DFW - LUBBOCK,,43320
4843350,5,,178-912,178912,178912,0.1504,92229585,111,Tuloso-Midway ISD,Tuloso-Midway,Tuloso-Midway Independent School District,4843350,CORPUS CHRISTI,,43350
4843400,6,,096-905,096905,96905,0.1845,11702154818,183,Turkey-Quitaque ISD,Turkey-Quitaque,Turkey-Quitaque Independent School District,4843400,DFW - LUBBOCK,,43400
4843470,1,,212-905,212905,212905,0.3,193106659,723,Tyler ISD,Tyler,Tyler Independent School District,4843470,DFW,,43470
4843530,2,,230-908,230908,230908,0.318,127342217,712,Union Grove ISD,Union Grove,Union Grove Independent School District,4843530,DFW,,43530
4843560,6,,230-904,230904,230904,0,26211743167,435,Union Hill ISD,Union Hill,Union Hill Independent School District,4843560,DFW,,43560
4843650,1,,240-903,240903,240903,0.1679,343880324,695,United ISD,United,United Independent School District,4843650,CORPUS CHRISTI,,43650
4843680,2,,232-904,232904,232904,0,1538674385,195,Utopia ISD,Utopia,Utopia Independent School District,4843680,SAN ANTONIO,,43680
4843720,4,p,232-903,232903,232903,0.0675,73187530,201,Uvalde Cons ISD,Uvalde Cons,Uvalde Consolidated Independent School District,4843720,SAN ANTONIO,,43720
4843740,7,,122-902,122902,122902,0,353863443,128,Valentine ISD,Valentine,Valentine Independent School District,4843740,UNCATEGORIZED,,43740
4843760,2,,018-904,018904,18904,0.2609,486515293,827,Valley Mills ISD,Valley Mills,Valley Mills Independent School District,4843760,DFW,,43760
4843800,3,,108-916,108916,108916,0.1745,925541058,299,Valley View ISD (Hidalgo),Valley View (Hidalgo),Valley View Independent School District,4843800,DFW,,43800
4843860,4,,049-903,049903,49903,0.1745,925541058,700,Valley View ISD (Cooke),Valley View (Cooke),Valley View Independent School District,4843860,DFW,,43860
4843890,6,,091-908,091908,91908,0.5,1112679208,989,Van Alstyne ISD,Van Alstyne,Van Alstyne Independent School District,4843890,DFW,,43890
4843920,5,,234-906,234906,234906,0.5,1112679208,709,Van ISD,Van,Van Independent School District,4843920,DFW,,43920
4843950,4,,158-906,158906,158906,0.2576,300441623,247,Van Vleck ISD,Van Vleck,Van Vleck Independent School District,4843950,HOUSTON,,43950
4843980,7,,180-902,180902,180902,0.2452,1712346568,339,Vega ISD,Vega,Vega Independent School District,4843980,DFW,,43980
4844010,3,,126-908,126908,126908,0.43,202355302,847,Venus ISD,Venus,Venus Independent School District,4844010,DFW,,44010
4844040,6,,226-908,226908,226908,0.4161,929709424,421,Veribest ISD,Veribest,Veribest Independent School District,4844040,UNCATEGORIZED,,44040
4844110,4,,244-903,244903,244903,0.1604,543276745,588,Vernon ISD,Vernon,Vernon Independent School District,4844110,DFW,,44110
4844150,1,,235-902,235902,235902,0.144,1893550734,431,Victoria ISD,Victoria,Victoria Independent School District,4844150,CORPUS CHRISTI,,44150
4844160,1,,181-907,181907,181907,0.0964,76398891,960,Vidor ISD,Vidor,Vidor Independent School District,4844160,HOUSTON,,44160
4844250,4,,143-904,143904,143904,0,8450321653,758,Vysehrad ISD,Vysehrad,Vysehrad Independent School District,4844250,AUSTIN,,44250
4844280,6,P,161-914,161914,161914,0.2989,333063152,833,Waco ISD,Waco,Waco Independent School District,4844280,AUSTIN,,44280
4844310,6,,089-905,089905,89905,0.0743,73932440,766,Waelder ISD,Waelder,Waelder Independent School District,4844310,AUSTIN,,44310
4844370,2,,059-902,059902,59902,0.096,638871818,152,Walcott ISD,Walcott,Walcott Independent School District,4844370,UNCATEGORIZED,,44370
4844410,3,,226-906,226906,226906,0.36,280502888,286,Wall ISD,Wall,Wall Independent School District,4844410,DFW,,44410
4844430,2,,237-904,237904,237904,0.44,18191317,602,Waller ISD,Waller,Waller Independent School District,4844430,HOUSTON,,44430
4844470,2,,008-903,008903,8903,0.29,11044830788,555,Brazos ISD,Brazos,Brazos Independent School District,4844470,HOUSTON,,44470
4844490,6,,049-908,049908,49908,0,169839699,231,Walnut Bend ISD,Walnut Bend,Walnut Bend Independent School District,4844490,DFW,,44490
4844520,7,,018-905,018905,18905,0.4,87974658,620,Walnut Springs ISD,Walnut Springs,Walnut Springs Independent School District,4844520,HOUSTON,,44520
4844580,6,,229-904,229904,229904,0.36,1034069062,931,Warren ISD,Warren,Warren Independent School District,4844580,HOUSTON,,44580
4844670,6,,102-903,102903,102903,0.2793,239119433,343,Waskom ISD,Waskom,Waskom Independent School District,4844670,DFW,,44670
4844710,7,,226-905,226905,226905,0.3571,7693152146,289,Water Valley ISD,Water Valley,Water Valley Independent School District,4844710,UNCATEGORIZED,,44710
4844730,5,,070-912,070912,70912,0.3839,7148557786,125,Waxahachie ISD,Waxahachie,Waxahachie Independent School District,4844730,DFW,,44730
4844800,1,,184-903,184903,184903,0.279,714271621,862,Weatherford ISD,Weatherford,Weatherford Independent School District,4844800,DFW,,44800
4844810,2,,240-904,240904,240904,0.23,451247786,688,Webb Cons ISD,Webb Cons,Webb Consolidated Independent School District,4844810,CORPUS CHRISTI,,44810
4844820,3,,045-905,045905,45905,0.21,215841551,484,Weimar ISD,Weimar,Weimar Independent School District,4844820,AUSTIN,,44820
4844890,4,,044-902,044902,44902,0,148030184,42,Wellington ISD,Wellington,Wellington Independent School District,4844890,UNCATEGORIZED,,44890
4844910,7,,223-904,223904,223904,0.7073,127866291,441,Wellman-Union Cons ISD,Wellman-Union Cons,Wellman-Union Consolidated Independent School District,4844910,DFW - LUBBOCK,,44910
4844940,5,,037-909,037909,37909,0.2848,2824874749,312,Wells ISD,Wells,Wells Independent School District,4844940,DFW,,44940
4844960,1,,108-913,108913,108913,0.036,314255842,300,Weslaco ISD,Weslaco,Weslaco Independent School District,4844960,CORPUS CHRISTI,,44960
4845000,5,,100-908,100908,100908,0.2349,1328655369,932,West Hardin County Cons ISD,West Hardin County Cons,West Hardin County Consolidated Independent School District,4845000,HOUSTON,,45000
4845040,5,,161-916,161916,161916,0.3077,490123325,783,West ISD,West,West Independent School District,4845040,CORPUS CHRISTI,,45040
4845090,2,,181-906,181906,181906,0.2629,2329638758,971,West Orange-Cove Cons ISD,West Orange-Cove Cons,West Orange-Cove Consolidated Independent School District,4845090,DFW,,45090
4845120,6,,178-915,178915,178915,0.3077,490123325,115,West Oso ISD,West Oso,West Oso Independent School District,4845120,CORPUS CHRISTI,,45120
4845150,2,,201-914,201914,201914,0.2629,2329638758,658,West Rusk County Cons ISD,West Rusk County Cons,West Rusk County Consolidated Independent School District,4845150,DFW,,45150
4845180,4,,202-905,202905,202905,0.2629,2329638758,809,West Sabine ISD,West Sabine,West Sabine Independent School District,4845180,DFW,,45180
4845210,3,,168-903,168903,168903,0.2629,2329638758,144,Westbrook ISD,Westbrook,Westbrook Independent School District,4845210,DFW,,45210
4845240,2,,062-905,062905,62905,0,19322608,89,Westhoff ISD,Westhoff,Westhoff Independent School District,4845240,SAN ANTONIO,,45240
4845330,3,,073-904,073904,73904,0.2629,2329638758,644,Westphalia ISD,Westphalia,Westphalia Independent School District,4845330,DFW,,45330
4845380,3,,241-904,241904,241904,0.3464,270210980,451,Wharton ISD,Wharton,Wharton Independent School District,4845380,HOUSTON,,45380
4845420,4,,242-903,242903,242903,0.17,270542501,4,Wheeler ISD,Wheeler,Wheeler Independent School District,4845420,UNCATEGORIZED,,45420
4845450,6,,033-904,033904,33904,0.32,398427141,955,White Deer ISD,White Deer,White Deer Independent School District,4845450,UNCATEGORIZED,,45450
4845480,2,,092-908,092908,92908,0.2945,3105362178,716,White Oak ISD,White Oak,White Oak Independent School District,4845480,DFW,,45480
4845540,5,,220-920,220920,220920,0.48,527492553,866,White Settlement ISD,White Settlement,White Settlement Independent School District,4845540,DFW,,45540
4845570,3,,040-902,040902,40902,0.3226,2837579245,167,Whiteface Cons ISD,Whiteface Cons,Whiteface Consolidated Independent School District,4845570,DFW - LUBBOCK,,45570
4845600,5,,212-906,212906,212906,0.268,1352101590,721,Whitehouse ISD,Whitehouse,Whitehouse Independent School District,4845600,DFW,,45600
4845630,7,,091-909,091909,91909,0.195,470980437,676,Whitesboro ISD,Whitesboro,Whitesboro Independent School District,4845630,DFW,,45630
4845670,7,,091-910,091910,91910,0.237,59133186,752,Whitewright ISD,Whitewright,Whitewright Independent School District,4845670,DFW,,45670
4845690,6,,110-908,110908,110908,0.2587,928004321,67,Whitharral ISD,Whitharral,Whitharral Independent School District,4845690,DFW - LUBBOCK,,45690
4845720,3,,109-911,109911,109911,0.3229,5114246702,826,Whitney ISD,Whitney,Whitney Independent School District,4845720,DFW,,45720
4845780,2,,243-905,243905,243905,0.425,185688315,725,Wichita Falls ISD,Wichita Falls,Wichita Falls Independent School District,4845780,DFW,,45780
4845840,3,,180-904,180904,180904,0.44,6267834657,153,Wildorado ISD,Wildorado,Wildorado Independent School District,4845840,UNCATEGORIZED,,45840
4845900,1,,170-904,170904,170904,0.3,1290368252,418,Willis ISD,Willis,Willis Independent School District,4845900,HOUSTON,,45900
4845950,3,,234-907,234907,234907,0,87091477,395,Wills Point ISD,Wills Point,Wills Point Independent School District,4845950,DFW,,45950
